Y1,Y2
1.2898265589422024,1.481965495796297
1.3343811847820637,2.6813793732719335
1.335323480085195,2.6694347345762046
1.31256380163146,2.0710144313831274
1.2990980707957742,2.0778946547242327
1.3097855162953445,2.3791872479261356
1.314109339725393,2.368175430076772
1.2953465422002823,1.5030175419871818
1.2873001111310132,1.5921543326170615
1.2948034187911668,1.7819440651105583
1.2996858894939536,1.569500445435388
1.306713317789402,1.544867197300048
1.290711774531334,1.7546546991484138
1.3220490046015492,1.7634523049047393
1.3245935193420535,2.0653864929081753
1.3179402899287118,2.3502565200817616
1.324632035494723,2.6532886585590467
1.3283933678769562,1.5120262530498136
1.373778379833107,2.704541149308856
1.3790954073977972,2.691893155290303
1.3609228150387747,2.1082393248969127
1.3474412177138255,2.107465537728431
1.3528898716457405,2.403715723250473
1.3688675549860485,2.395460415082306
1.3336123024364412,1.532992830331665
1.3265005624000519,1.6145995073318997
1.3394575248799583,1.8073104594498097
1.3404030970518501,1.5970019815519858
1.330497032661187,1.5753332449127035
1.3391399495357212,1.7918684255254507
1.3504169682704197,1.7896958888360974
1.357977326236742,2.1016713254927843
1.3767450249872795,2.3839124373133034
1.3724940046699332,2.679294437947783
1.3665872630049007,1.5415308600379312
1.4154683896171425,2.728107960528272
1.4251123594764596,2.7177966631251245
1.4093509900431622,2.145453051273949
1.3950786466302687,2.1390614574902944
1.4067985309301638,2.4301238898343125
1.417217041174562,2.4261923110928585
1.36961797861736,1.5601015267794396
1.365746421031652,1.6371083686474635
1.385498182199304,1.8397770944157046
1.3836037141193034,1.6329719011182608
1.3623489190586635,1.6123126739908136
1.3771688985013575,1.8270456677585025
1.3765160765134976,1.8183049459117968
1.394824255407617,2.134374947979812
1.4134394580183325,2.413902147037417
1.4198068375001804,2.7047468034559503
1.4049169548481864,1.5708591444766578
1.4610834368719132,2.7524306134996537
1.4730585716084896,2.743795622936252
1.44839946529619,2.1799074923154347
1.4445353784226627,2.174433836718844
1.4553413848649863,2.460212116261259
1.4633203446128702,2.4576301814551607
1.4073714743133396,1.593734038281912
1.4110115233364846,1.6669854609156138
1.4340536606551637,1.8723442298978237
1.4232047275484752,1.669127897534097
1.3948345150425883,1.648133337046089
1.411936271882081,1.8615331569157587
1.4169980268470703,1.862058591283072
1.439522835823523,2.1701859167246633
1.450435095183741,2.44749973034748
1.460705873278954,2.7291636848697514
1.4400451442832694,1.5980793325632856
1.505910032402547,2.77632903956414
1.5210047837405203,2.7697945827473798
1.4814782055488709,2.2104696790962017
1.4981272083352626,2.212649697589512
1.504202091412531,2.4909159288249856
1.5046124342938618,2.4911481818149386
1.4477225439869563,1.6374358232729282
1.4599699252535918,1.703384425746588
1.4777617445903906,1.9083035878409011
1.4588338658595652,1.7008531015903714
1.4384231329939932,1.6891559509686918
1.4529292839796084,1.9022224971934631
1.4602350766930403,1.9118440171259519
1.4852327546597461,2.20781950459113
1.4953863881664322,2.4866869791729656
1.51137774784309,2.7628641251140436
1.4762976165975035,1.63452003321796
1.5599906665493013,2.801003904522441
1.5643514447802012,2.797378918346447
1.525219728589417,2.24948166711028
1.5461611978655259,2.249820303021182
1.555882106616171,2.521487603078879
1.5455851740205009,2.5287100643789198
1.4843972482707166,1.678418898651624
1.5037692292976936,1.7390986736734602
1.5148782555206803,1.9492318304195673
1.4950299755848282,1.7326643587045256
1.490168785715809,1.7381661337050622
1.5014990639495742,1.9516356817944829
1.504211066928028,1.9620927146577476
1.5309931089519067,2.245943166021539
1.5413131298462424,2.524925720516409
1.5659678598932565,2.79887037532423
1.5105691844810796,1.6684814166402337
1.617726204303873,2.827692731591258
1.6099574357969062,2.8360326048281723
1.5775293043613257,2.2907541051602545
1.5856567102738623,2.282298005375922
1.6041478323983716,2.5533693277819562
1.592389544629969,2.5695008639492665
1.519673992814286,1.7193696014537274
1.5418865389874077,1.7812319469564928
1.5572768805654862,1.9968697683250065
1.5432290256986465,1.7804422602377274
1.5410734082006163,1.7870112506835973
1.5501065322776018,2.001274170324586
1.5516204516020822,2.01215820244275
1.5788512113463218,2.2834328192810918
1.5913583831460376,2.5616512583340123
1.6173192689397358,2.839139330262038
1.5449134418604908,1.7029129765504143
1.6698137624046305,2.861146750830194
1.6573433083225546,2.874996155104062
1.6300265441472572,2.3315110157088257
1.634692319050889,2.3230103803504574
1.6500807646769975,2.5896711626135924
1.6418181481066625,2.6088200381022335
1.5641447334881589,1.7639724611309227
1.5814688309356075,1.824578921672054
1.6045524949210115,2.045125412874542
1.5939937328698919,1.8322855099617879
1.5921200599198135,1.8363393543617743
1.6009838782732848,2.0518110799008515
1.601406460781258,2.062320308274708
1.6267093137407371,2.3209224725406443
1.6451473606451894,2.600900834278845
1.6713043251897741,2.87655194141932
1.5814357117463276,1.7400962635600936
1.719522266544956,2.9010339943340053
1.7079202860813942,2.9139032417396744
1.6824649211634477,2.3729953342448518
1.6844470420139217,2.363787272231179
1.6995093681536912,2.6289903367665586
1.6927884895527872,2.6473153241224687
1.613262903534887,1.8111560028576184
1.629576922171691,1.8761095446287475
1.6552660754164255,2.091575273767533
1.6470208353260771,1.884784534463633
1.6440973388800697,1.8858041962088687
1.6528798547801986,2.100547038297864
1.6528544197429424,2.109412895360306
1.6782737589055015,2.3604963162150523
1.6992032349171762,2.638815744756541
1.7252893814398131,2.913964552576602
1.629367325162856,1.7851349712798532
1.7692307706852826,2.9409212378378173
1.7607336431823852,2.9521261243854306
1.7331795381857131,2.4131196002891255
1.7321415083186242,2.4039951047053396
1.7499441496006118,2.6697972896562923
1.744476416172773,2.6849959870348523
1.6615259668028295,1.856099769425676
1.678121744951006,1.9271671172735294
1.7079123757854324,2.141951938371442
